Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2012,52100,Diesel,Manual,First,21.43,1364.0,86.79,5.0,6.5
2018,10000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.85
2019,6261,Diesel,Manual,First,16.3,1956.0,170.0,5.0,23.91
2019,3906,Petrol,Automatic,First,20.89,1197.0,81.8,5.0,7.36
2014,55960,Diesel,Manual,First,11.5,2982.0,171.0,7.0,17.25
2013,144000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,7.0
2017,38000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,17.65
2013,51000,Diesel,Manual,First,20.0,1399.0,68.1,5.0,2.5
2015,150000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,6.0
2018,2500,Diesel,Manual,First,18.06,2523.0,63.0,7.0,8.25
2018,41661,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,44.83
2011,64000,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,10.5
2008,80000,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,1.9
2016,30000,Petrol,Automatic,Second,23.1,998.0,67.04,5.0,4.25
2014,43000,Diesel,Automatic,Second,16.36,2179.0,187.7,5.0,26.5
2013,90000,Diesel,Automatic,Second,12.4,2698.0,179.5,5.0,22.5
2011,123880,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.3
2015,42000,Petrol,Manual,Second,18.0,1198.0,86.7,5.0,4.3
2012,79824,Diesel,Manual,First,19.87,1461.0,83.8,5.0,5.25
2015,75000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,11.75
2014,72411,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.25
2012,63000,Diesel,Automatic,First,14.94,2143.0,204.0,5.0,14.22
2015,53713,Petrol,Manual,First,17.71,1197.0,78.9,5.0,4.2
2017,18000,Diesel,Automatic,First,11.36,2755.0,171.5,8.0,18.25
2013,51000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,18.5
2008,86700,Petrol,Manual,Second,16.1,1298.0,88.2,5.0,2.4
2016,29000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,6.5
2014,56000,LPG,Manual,First,13.45,1086.0,62.1,5.0,3.2
2015,33000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.99
2014,64394,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5.45
2010,76000,Diesel,Manual,First,18.8,1248.0,90.0,5.0,2.7
2016,48719,Diesel,Manual,First,27.3,1498.0,98.6,5.0,6.25
2016,59711,Diesel,Manual,First,15.1,2179.0,140.0,7.0,13.28
2012,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.7
2018,10714,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,39.51
2010,127510,Diesel,Manual,Second,19.0,1248.0,90.0,5.0,1.4
2014,35010,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.5
2012,75451,Petrol,Manual,First,17.5,1197.0,85.8,5.0,3.78
2015,83000,Diesel,Manual,First,19.09,1405.0,69.01,5.0,2.7
2013,38755,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.2
2016,30000,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.0
2012,40000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,7.0
2014,19500,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,2.85
2016,41000,Petrol,Manual,First,19.69,1198.0,67.04,5.0,4.25
2014,30000,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,4.9
2017,37000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,16.9
2014,62000,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,4.25
2015,42023,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,4.34
2012,51001,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,17.0
2017,55389,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,28.45
2014,46728,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,6.15
2014,58995,Diesel,Manual,First,12.83,2696.0,162.0,7.0,9.25
2015,37857,Diesel,Manual,First,26.59,1248.0,74.0,5.0,4.85
2014,71000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,4.8
2012,49024,Petrol,Manual,First,18.4,1198.0,86.8,5.0,2.3
2016,10770,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.75
2017,72000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,5.0
2015,91000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.5
2017,14000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.95
2014,48000,Diesel,Automatic,Second,9.0,1984.0,181.0,5.0,16.0
2014,75136,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.15
2014,32500,Petrol,Manual,Second,21.1,1197.0,85.8,5.0,4.05
2010,94500,Diesel,Manual,Second,21.9,1396.0,90.0,5.0,3.1
2013,34900,Petrol,Manual,First,22.0,1197.0,81.8,5.0,5.49
2010,42400,Petrol,Automatic,Third,8.0,4806.0,394.3,4.0,42.91
2015,50000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,5.7
2014,35000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,2.85
2012,37000,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,2.35
2018,32807,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,14.76
2008,119000,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,2.25
2016,12000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,3.65
2016,46727,Diesel,Manual,First,22.77,1498.0,98.59,5.0,7.25
2010,73336,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,10.69
2014,9000,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,5.5
2005,240000,Diesel,Manual,Fourth & Above,12.8,2494.0,102.0,8.0,5.1
2014,25422,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.25
2018,14000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,9.25
2008,66000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.7
2010,55324,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.87
2009,90000,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,17.75
2017,43000,Petrol,Manual,First,18.15,1198.0,82.0,5.0,4.5
2008,58483,Petrol,Automatic,Second,19.2,1197.0,80.0,5.0,2.95
2007,93000,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,2.6
2010,50000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.0
2014,78616,Diesel,Automatic,Second,14.84,2143.0,170.0,5.0,15.5
2011,37000,Petrol,Manual,First,17.6,1496.0,88.73,5.0,2.8
2010,54801,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2.5
2014,29000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.75
2010,68000,Petrol,Manual,First,22.0,1197.0,81.8,5.0,2.8
2014,58000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,4.59
2012,64290,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.65
2015,31000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,19.85
2018,16039,Diesel,Manual,First,17.1,1956.0,170.0,5.0,18.5
2017,19860,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.95
2014,48500,CNG,Manual,Second,26.6,998.0,58.16,5.0,2.85
2012,75391,Diesel,Manual,First,13.93,2179.0,138.0,7.0,3.75
2008,78000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,2.3
2016,78000,Diesel,Manual,First,25.0,1396.0,69.01,5.0,2.3
2016,52000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.95
2016,30000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.49
2016,19254,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,47.7
2015,29651,Petrol,Manual,First,16.47,1198.0,74.0,5.0,6.43
2011,80000,Diesel,Manual,First,13.93,2179.0,138.03,7.0,4.5
2018,2971,Petrol,Automatic,First,13.6,1598.0,181.0,4.0,39.75
2015,21400,Petrol,Manual,First,15.6,1196.0,70.0,5.0,4.0
2015,77000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6.98
2006,80000,Diesel,Manual,Second,12.6,1991.0,112.0,7.0,1.75
2013,81755,Diesel,Manual,First,20.0,1968.0,108.5,5.0,4.75
2016,99593,Diesel,Manual,First,11.5,2982.0,171.0,7.0,23.5
2014,39791,Diesel,Manual,First,22.32,1582.0,126.32,5.0,7.49
2015,113000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,10.85
2017,24000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.5
2015,39000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,6.3
2012,37000,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,6.75
2017,61108,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,28.88
2016,61648,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,14.23
2012,37000,Diesel,Automatic,Third,22.69,1995.0,190.0,5.0,15.0
2013,53000,CNG,Manual,First,22.8,1373.0,80.9,7.0,5.8
2013,65000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.75
2011,148009,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,12.75
2009,53001,Petrol,Manual,First,16.1,1298.0,88.2,5.0,1.95
2018,22345,Petrol,Manual,First,20.3,1199.0,84.0,5.0,4.95
2015,50000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,8.25
2013,48183,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,20.99
2010,93000,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,17.5
2015,53500,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.36
2014,17585,Petrol,Manual,First,16.02,1373.0,93.7,7.0,6.35
2011,36226,Petrol,Manual,First,17.01,1591.0,121.3,5.0,2.95
2019,25899,Diesel,Automatic,First,12.63,2179.0,147.5,5.0,55.7
2009,60170,Petrol,Manual,First,0.0,1086.0,62.0,5.0,1.15
2017,11200,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,37.5
2017,49045,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4.07
2012,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,2.99
2017,40000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7.9
2016,36600,Diesel,Manual,First,19.87,1461.0,83.8,5.0,7.49
2009,117000,Diesel,Manual,First,18.0,1248.0,75.0,5.0,1.1
2016,16000,Diesel,Automatic,First,11.3,2987.0,254.8,7.0,56.0
2016,50000,Diesel,Manual,First,25.4,1186.0,73.97,5.0,3.5
2008,150000,Diesel,Manual,First,18.1,1493.0,110.0,5.0,3.0
2014,11000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,6.1
2010,102016,Petrol,Manual,First,15.6,1196.0,70.0,5.0,2.25
2016,38000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.95
2013,71491,Diesel,Manual,First,23.08,1461.0,63.12,5.0,4.95
2015,46354,Petrol,Manual,Second,16.47,1198.0,74.0,5.0,5.49
2019,87000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,6.67
2015,20765,Petrol,Manual,First,15.0,1598.0,103.52,5.0,6.25
2014,51076,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,34.88
2016,84085,Diesel,Manual,First,26.21,1248.0,88.5,5.0,6.9
2014,55000,Diesel,Manual,First,25.1,1498.0,98.6,5.0,5.99
2010,73000,Petrol,Automatic,First,10.93,3498.0,272.0,5.0,10.4
2012,50001,Diesel,Automatic,First,14.57,2967.0,241.38,5.0,29.0
2016,93166,Diesel,Manual,Second,14.02,2179.0,118.3,7.0,5.85
2006,99583,Petrol,Automatic,Third,12.0,1493.0,100.0,5.0,2.21
2010,72000,Petrol,Manual,First,15.5,1586.0,103.3,5.0,2.4
2009,70000,Petrol,Manual,Third,14.53,1798.0,138.1,5.0,3.0
2012,61000,Petrol,Automatic,Second,14.4,1598.0,103.6,5.0,3.75
2015,66510,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.95
2011,84062,Diesel,Manual,First,20.0,1968.0,108.5,5.0,5.8
2012,80799,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.9
2018,5000,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,16.95
2013,92000,Diesel,Manual,First,12.99,2494.0,100.0,8.0,12.5
2017,53000,Diesel,Manual,First,27.28,1047.0,69.0,5.0,5.0
2015,39822,Petrol,Manual,First,15.41,1598.0,103.52,5.0,4.68
2016,29000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,29.8
2017,24214,Petrol,Manual,Second,25.17,799.0,53.3,5.0,3.46
2012,75000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.0
2012,77216,Diesel,Manual,Second,17.5,1896.0,106.0,5.0,4.5
2013,74290,Diesel,Manual,First,21.43,1364.0,87.2,5.0,5.87
2015,61000,Diesel,Manual,First,15.4,2179.0,120.0,8.0,9.5
2013,44000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,32.5
2014,74041,Diesel,Manual,First,18.2,1248.0,73.8,8.0,3.88
2013,85846,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,13.08
2012,52000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,3.5
2010,47000,Petrol,Manual,Second,12.8,2354.0,177.6,5.0,3.5
2010,72010,Diesel,Manual,First,16.8,1493.0,110.0,5.0,4.45
2015,15000,Petrol,Manual,First,16.8,796.0,34.2,8.0,2.35
2015,480000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,5.0
2012,24720,Diesel,Automatic,Second,0.0,2967.0,241.4,5.0,28.0
2007,75000,Petrol,Manual,Second,16.6,1388.0,68.0,5.0,2.0
2015,57000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,6.35
2015,41057,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,24.63
2012,92000,CNG,Manual,Second,26.2,998.0,58.2,5.0,3.0
2016,20000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,7.9
2011,52359,Petrol,Manual,First,18.5,1197.0,80.0,5.0,3.25
2016,17000,Petrol,Manual,Second,17.8,1497.0,117.3,5.0,8.25
2011,39002,Diesel,Manual,First,23.08,1461.0,63.1,5.0,2.85
2010,129986,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,3.2
2013,45000,Petrol,Manual,First,18.44,1198.0,75.0,5.0,1.75
2009,82002,Petrol,Manual,Second,12.8,2354.0,177.6,5.0,5.75
2010,67000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,4.7
2017,21260,Petrol,Manual,First,14.0,796.0,35.0,5.0,2.9
2012,55362,Diesel,Manual,First,21.9,1396.0,88.8,5.0,4.25
2017,13000,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,14.5
2016,45725,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.34
2014,105000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,3.85
2009,156056,Diesel,Manual,First,12.8,2494.0,102.0,8.0,8.5
2016,135000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4.2
2016,67000,Diesel,Manual,First,20.77,1248.0,88.7,7.0,6.75
2016,90000,Diesel,Automatic,First,10.91,3198.0,197.2,7.0,26.0
2019,32251,Diesel,Manual,First,22.54,1396.0,88.73,5.0,8.61
2009,47000,Petrol,Manual,First,19.0,998.0,67.1,5.0,1.46
2011,75308,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,2.8
2018,44202,CNG,Manual,First,32.26,998.0,58.2,4.0,4.0
2014,58000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.47
2009,60000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,2.45
2014,45000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,21.5
2010,41195,Petrol,Manual,First,15.0,1368.0,90.0,5.0,1.38
2016,89000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,13.5
2009,60510,Petrol,Automatic,Second,16.95,1197.0,78.9,5.0,3.1
2016,8500,Petrol,Manual,First,21.4,1197.0,83.1,5.0,5.49
2017,35981,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.51
2012,23152,Petrol,Manual,First,15.6,1196.0,70.02,5.0,2.39
2014,74663,CNG,Manual,First,33.54,998.0,67.04,5.0,3.25
2014,61529,Petrol,Automatic,First,18.19,1197.0,103.5,5.0,5.65
2010,91596,Diesel,Manual,First,14.95,2489.0,93.7,7.0,1.85
2019,14298,Petrol,Automatic,First,13.33,2995.0,340.0,5.0,2.02
2013,83327,Diesel,Manual,First,19.3,1248.0,73.9,5.0,5.8
2017,22857,Petrol,Manual,First,16.2,1199.0,74.0,5.0,6.9
2013,34620,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,5.35
2010,56000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,2.85
2014,81000,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,22.75
1998,95150,Petrol,Manual,Third,17.3,993.0,60.0,5.0,0.45
2013,32776,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4.64
2016,51587,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.27
2016,36000,Diesel,Manual,First,14.1,2179.0,148.0,7.0,10.0
2015,22000,Petrol,Manual,First,18.5,1198.0,86.8,5.0,3.95
2010,30754,Petrol,Manual,First,17.0,1197.0,80.0,5.0,3.38
2018,37109,Petrol,Manual,First,14.69,1390.0,120.33,5.0,16.8
2010,45000,Petrol,Manual,First,16.7,1198.0,88.8,5.0,1.99
2017,33284,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.84
2016,55115,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,36.15
2014,18000,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,25.7
2013,130790,Diesel,Manual,First,16.0,2179.0,140.0,7.0,9.24
2015,16607,Diesel,Manual,First,22.7,1598.0,118.0,5.0,7.65
2015,32205,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,25.31
2013,67000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,4.75
2014,57676,Petrol,Manual,First,19.1,1197.0,85.8,5.0,6.69
2012,41000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.1
2012,65000,Petrol,Manual,First,19.7,796.0,35.0,8.0,1.55
2019,12153,Petrol,Automatic,First,18.9,1197.0,81.86,5.0,6.84
2014,16810,Petrol,Manual,First,25.4,624.0,37.5,4.0,1.6
2017,61221,Petrol,Automatic,First,17.84,1395.0,147.51,5.0,21.73
2015,22000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4.75
2015,63714,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.45
2019,14857,Diesel,Automatic,First,20.7,1496.0,113.98,5.0,31.55
2012,69000,Diesel,Automatic,Second,15.2,1968.0,140.8,5.0,10.25
2019,14648,Diesel,Manual,First,12.62,2198.0,158.0,7.0,27.36
2013,100000,Petrol,Manual,Second,15.8,1499.0,110.0,5.0,6.5
2016,22000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.25
2014,10000,Petrol,Manual,First,18.2,1199.0,82.4,5.0,5.5
2015,107000,Petrol,Manual,First,20.85,1197.0,83.14,5.0,4.0
2017,48198,Petrol,Manual,First,17.57,1193.0,88.7,5.0,4.65
2015,15000,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,28.5
2014,80073,Diesel,Manual,First,17.3,1998.0,163.7,5.0,7.11
2013,85388,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.9
2017,14700,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.6
2012,150000,Diesel,Manual,Third,28.4,1248.0,73.75,5.0,2.25
2011,34994,Diesel,Manual,First,22.32,1582.0,126.32,5.0,3.9
2014,82536,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,28.63
2013,82000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,7.25
2006,52000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,2.0
2011,20000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.5
2011,55000,Petrol,Manual,First,14.8,1799.0,130.2,5.0,5.0
2015,47001,CNG,Manual,First,20.0,1196.0,63.0,5.0,3.72
2014,52000,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.45
2013,43284,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.5
2018,23875,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,14.36
2016,51866,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.5
2013,69000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.0
2017,62788,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.08
2013,150000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,5.0
2015,47566,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,20.25
2018,20300,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,18.0
2015,48300,Diesel,Automatic,First,20.0,2143.0,107.3,5.0,17.5
2013,30000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.1
2012,36000,Diesel,Manual,Second,22.7,1582.0,126.24,5.0,7.5
2015,27641,Diesel,Automatic,Second,20.7,1496.0,113.98,4.0,24.77
2015,60000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,8.65
2019,9000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,35.5
2014,60750,Petrol,Manual,First,14.28,1798.0,138.03,5.0,10.5
2018,9000,Diesel,Manual,First,14.0,2179.0,155.0,7.0,13.0
2012,41100,Diesel,Automatic,First,16.77,2993.0,261.49,5.0,26.5
2004,60000,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,1.4
2017,38424,Petrol,Manual,First,17.8,1497.0,117.3,5.0,7.51
2014,50000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.3
2015,19000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,8.95
2015,58734,Diesel,Manual,First,20.77,1248.0,88.76,7.0,6.91
2016,65257,Diesel,Manual,First,19.01,1461.0,108.45,5.0,9.75
2010,130000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,4.0
2011,79000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.65
2013,78000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,10.75
2015,49133,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.51
2016,22769,Diesel,Automatic,First,0.0,2987.0,165.0,5.0,49.22
2014,54448,Diesel,Manual,First,21.02,1248.0,88.8,5.0,3.7
2014,158793,Diesel,Manual,First,12.8,2494.0,102.0,7.0,12.99
2015,62088,Petrol,Manual,First,18.6,1197.0,85.8,5.0,4.15
2012,14800,Petrol,Manual,First,17.01,1591.0,121.3,5.0,4.4
2015,26000,Petrol,Manual,First,17.3,1497.0,117.3,7.0,4.25
2017,32005,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.25
2017,35000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,7.7
2015,52000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,39.75
2017,11000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,8.5
2008,62000,Petrol,Automatic,First,9.5,2997.0,231.1,5.0,7.0
2002,65134,Petrol,Manual,Third,13.8,1299.0,70.0,5.0,0.8
2013,71000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,15.25
2008,51366,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.25
2016,46300,Diesel,Manual,First,14.07,1948.0,83.1,7.0,4.85
2012,60908,Petrol,Automatic,Second,15.6,1497.0,116.3,5.0,6.42
2012,93450,Diesel,Manual,Second,23.19,1461.0,63.12,5.0,2.5
2011,104000,Diesel,Automatic,First,19.08,1582.0,126.32,5.0,5.75
2003,52000,Petrol,Manual,First,16.1,796.0,37.0,4.0,0.5
2015,42999,Diesel,Manual,First,15.1,2179.0,140.0,7.0,11.52
2014,90000,Diesel,Manual,First,21.5,1248.0,88.8,5.0,4.5
2013,72000,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,4.75
2019,54321,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.54
2015,59630,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,23.41
2013,116000,Diesel,Automatic,Second,12.55,2982.0,168.5,7.0,19.25
2015,34000,Diesel,Automatic,First,9.0,1984.0,181.0,5.0,20.0
2011,70000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,13.0
2010,80000,Petrol,Manual,First,10.2,2354.0,180.0,5.0,3.99
2015,110000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.65
2013,56454,Diesel,Manual,First,28.4,1248.0,73.75,5.0,4.65
2013,60000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,3.15
2013,56000,Petrol,Automatic,First,14.53,1798.0,138.1,5.0,8.25
2012,63000,Diesel,Automatic,Second,11.49,4367.0,335.3,5.0,65.0
2012,63000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.5
2017,15050,Diesel,Manual,First,16.3,1956.0,170.0,5.0,17.5
2016,29401,Petrol,Manual,First,20.4,1197.0,81.8,5.0,4.31
2016,25238,Petrol,Manual,First,18.7,1199.0,88.7,5.0,6.2
2011,58752,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.32
2011,62000,Petrol,Automatic,First,12.9,1799.0,130.0,5.0,3.75
2013,132000,Petrol,Manual,First,16.78,1496.0,88.73,5.0,4.7
2016,51000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,6.5
2009,185200,Diesel,Manual,First,12.8,2494.0,102.0,8.0,7.25
2016,61717,Diesel,Manual,First,22.7,1598.0,118.0,5.0,8.94
2018,8896,Petrol,Manual,First,19.0,1194.0,94.68,5.0,7.34
2016,17000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.9
2016,31378,Petrol,Manual,First,18.2,1199.0,88.7,5.0,5.9
2013,114000,Diesel,Automatic,First,22.32,1582.0,126.3,5.0,6.75
2014,81000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.1
2017,31000,Diesel,Automatic,First,18.51,1968.0,147.51,5.0,27.0
2014,35000,Petrol,Manual,First,15.0,1598.0,103.52,5.0,4.5
2013,60001,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,14.5
2014,75074,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.25
2012,80000,Diesel,Manual,Second,22.3,1248.0,74.0,5.0,1.2
2006,147350,Diesel,Manual,Second,12.99,2494.0,100.6,8.0,4.95
2013,60000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,7.5
2015,7501,Petrol,Automatic,First,10.0,2996.0,333.0,4.0,48.0
2015,58000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.45
2018,29277,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,59.65
2015,57034,Diesel,Manual,First,23.2,1248.0,73.94,5.0,4.38
2016,40810,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.9
2008,35268,Petrol,Manual,Second,0.0,1086.0,62.0,5.0,1.88
2018,34630,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,7.29
2012,45122,Diesel,Manual,First,23.5,1498.0,88.7,5.0,6.0
2011,126000,Diesel,Manual,Third,16.0,2179.0,140.0,7.0,6.7
2009,63000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.5
2016,32298,Diesel,Automatic,First,20.7,1496.0,113.98,4.0,23.8
2014,63288,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.77
2012,43337,Petrol,Manual,First,17.92,1086.0,62.1,5.0,3.32
2015,46561,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.94
2013,34000,Diesel,Automatic,Second,20.0,2143.0,107.3,5.0,11.0
2016,48000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.4
